"CustomerKey","Recency","Frequency","Monetary","R_Score","F_Score","M_Score","RFM_Score","CLV_TotalRevenue","FirstPurchase","LastPurchase","NumOrders","AvgOrderValue","LifespanDays","LifespanMonths","MonthlyValue","CLV_Quintile","CLV_Segment"
17588,47,1,13.98,5,1,1,511,13.98,2016-11-14,2016-11-14,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
17590,302,1,4.99,1,1,1,111,4.99,2016-03-04,2016-03-04,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
17591,31,1,2337.27,5,1,4,514,2337.27,2016-11-30,2016-11-30,1,2337.27,0,0,2337.27,4,"Upper-Mid"
17592,35,1,2334.97,5,1,4,514,2334.97,2016-11-26,2016-11-26,1,2334.97,0,0,2334.97,4,"Upper-Mid"
17593,54,1,2380.47,5,1,4,514,2380.47,2016-11-07,2016-11-07,1,2380.47,0,0,2380.47,4,"Upper-Mid"
17594,31,1,2376.96,5,1,4,514,2376.96,2016-11-30,2016-11-30,1,2376.96,0,0,2376.96,4,"Upper-Mid"
17596,139,1,1750.98,3,1,4,314,1750.98,2016-08-14,2016-08-14,1,1750.98,0,0,1750.98,4,"Upper-Mid"
17597,132,1,1723.96,3,1,4,314,1723.96,2016-08-21,2016-08-21,1,1723.96,0,0,1723.96,4,"Upper-Mid"
17598,147,1,39.98,3,1,2,312,39.98,2016-08-06,2016-08-06,1,39.98,0,0,39.98,2,"Lower-Mid"
17599,147,1,13.98,3,1,1,311,13.98,2016-08-06,2016-08-06,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
17600,142,1,1775.47,3,1,4,314,1775.47,2016-08-11,2016-08-11,1,1775.47,0,0,1775.47,4,"Upper-Mid"
17602,144,1,4.99,3,1,1,311,4.99,2016-08-09,2016-08-09,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
17603,97,1,4.99,4,1,1,411,4.99,2016-09-25,2016-09-25,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
17604,59,1,2369.97,4,1,4,414,2369.97,2016-11-02,2016-11-02,1,2369.97,0,0,2369.97,4,"Upper-Mid"
17605,255,1,39.98,2,2,2,222,39.98,2016-04-20,2016-04-20,1,39.98,0,0,39.98,2,"Lower-Mid"
17606,103,1,4.99,4,2,1,421,4.99,2016-09-19,2016-09-19,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
17607,120,1,54.98,4,2,2,422,54.98,2016-09-02,2016-09-02,1,54.98,0,0,54.98,2,"Lower-Mid"
17608,146,1,1700.99,3,2,4,324,1700.99,2016-08-07,2016-08-07,1,1700.99,0,0,1700.99,4,"Upper-Mid"
17609,151,1,1725.98,3,2,4,324,1725.98,2016-08-02,2016-08-02,1,1725.98,0,0,1725.98,4,"Upper-Mid"
17610,202,1,39.98,2,2,2,222,39.98,2016-06-12,2016-06-12,1,39.98,0,0,39.98,2,"Lower-Mid"
17611,226,1,39.98,2,2,2,222,39.98,2016-05-19,2016-05-19,1,39.98,0,0,39.98,2,"Lower-Mid"
17612,34,1,2351.96,5,2,4,524,2351.96,2016-11-27,2016-11-27,1,2351.96,0,0,2351.96,4,"Upper-Mid"
17614,143,1,1700.99,3,2,4,324,1700.99,2016-08-10,2016-08-10,1,1700.99,0,0,1700.99,4,"Upper-Mid"
17615,146,1,1763.97,3,2,4,324,1763.97,2016-08-07,2016-08-07,1,1763.97,0,0,1763.97,4,"Upper-Mid"
17616,248,1,4.99,2,2,1,221,4.99,2016-04-27,2016-04-27,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
17617,145,1,1754.98,3,2,4,324,1754.98,2016-08-08,2016-08-08,1,1754.98,0,0,1754.98,4,"Upper-Mid"
17618,135,1,39.98,3,2,2,322,39.98,2016-08-18,2016-08-18,1,39.98,0,0,39.98,2,"Lower-Mid"
17620,149,1,1700.99,3,2,4,324,1700.99,2016-08-04,2016-08-04,1,1700.99,0,0,1700.99,4,"Upper-Mid"
17621,133,1,1732.26,3,2,4,324,1732.26,2016-08-20,2016-08-20,1,1732.26,0,0,1732.26,4,"Upper-Mid"
17623,53,1,2326.96,5,2,4,524,2326.96,2016-11-08,2016-11-08,1,2326.96,0,0,2326.96,4,"Upper-Mid"
17624,54,1,2357.28,5,2,4,524,2357.28,2016-11-07,2016-11-07,1,2357.28,0,0,2357.28,4,"Upper-Mid"
17658,126,1,7.28,3,2,1,321,7.28,2016-08-27,2016-08-27,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
17659,148,1,1709.98,3,2,4,324,1709.98,2016-08-05,2016-08-05,1,1709.98,0,0,1709.98,4,"Upper-Mid"
17660,145,1,1714.97,3,2,4,324,1714.97,2016-08-08,2016-08-08,1,1714.97,0,0,1714.97,4,"Upper-Mid"
17661,146,1,1709.98,3,2,4,324,1709.98,2016-08-07,2016-08-07,1,1709.98,0,0,1709.98,4,"Upper-Mid"
17662,148,1,1763.97,3,2,4,324,1763.97,2016-08-05,2016-08-05,1,1763.97,0,0,1763.97,4,"Upper-Mid"
17663,282,1,7.28,1,2,1,121,7.28,2016-03-24,2016-03-24,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
17664,208,1,624.95,2,2,4,224,624.95,2016-06-06,2016-06-06,1,624.95,0,0,624.95,4,"Upper-Mid"
17665,55,1,39.98,5,2,2,522,39.98,2016-11-06,2016-11-06,1,39.98,0,0,39.98,2,"Lower-Mid"
17666,125,1,1735.98,3,2,4,324,1735.98,2016-08-28,2016-08-28,1,1735.98,0,0,1735.98,4,"Upper-Mid"
17667,137,1,1760.47,3,2,4,324,1760.47,2016-08-16,2016-08-16,1,1760.47,0,0,1760.47,4,"Upper-Mid"
17668,188,1,553.97,3,2,3,323,553.97,2016-06-26,2016-06-26,1,553.97,0,0,553.97,3,"Middle"
17669,190,1,624.95,3,2,4,324,624.95,2016-06-24,2016-06-24,1,624.95,0,0,624.95,4,"Upper-Mid"
17670,207,1,539.99,2,2,3,223,539.99,2016-06-07,2016-06-07,1,539.99,0,0,539.99,3,"Middle"
17671,199,1,565.47,2,2,3,223,565.47,2016-06-15,2016-06-15,1,565.47,0,0,565.47,3,"Middle"
17672,199,1,539.99,2,2,3,223,539.99,2016-06-15,2016-06-15,1,539.99,0,0,539.99,3,"Middle"
17674,101,1,39.98,4,2,2,422,39.98,2016-09-21,2016-09-21,1,39.98,0,0,39.98,2,"Lower-Mid"
17675,63,1,124.99,4,2,3,423,124.99,2016-10-29,2016-10-29,1,124.99,0,0,124.99,3,"Middle"
17676,211,1,603.49,2,2,3,223,603.49,2016-06-03,2016-06-03,1,603.49,0,0,603.49,3,"Middle"
17677,152,1,1735.98,3,2,4,324,1735.98,2016-08-01,2016-08-01,1,1735.98,0,0,1735.98,4,"Upper-Mid"
17678,118,1,1735.98,4,2,4,424,1735.98,2016-09-04,2016-09-04,1,1735.98,0,0,1735.98,4,"Upper-Mid"
17679,71,1,39.98,4,2,2,422,39.98,2016-10-21,2016-10-21,1,39.98,0,0,39.98,2,"Lower-Mid"
17681,103,1,1735.98,4,2,4,424,1735.98,2016-09-19,2016-09-19,1,1735.98,0,0,1735.98,4,"Upper-Mid"
17682,175,1,68.49,3,2,2,322,68.49,2016-07-09,2016-07-09,1,68.49,0,0,68.49,2,"Lower-Mid"
17683,297,1,4.99,1,2,1,121,4.99,2016-03-09,2016-03-09,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
17684,41,1,4.99,5,2,1,521,4.99,2016-11-20,2016-11-20,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
17685,330,1,4.99,1,2,1,121,4.99,2016-02-05,2016-02-05,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
17687,24,1,39.98,5,2,2,522,39.98,2016-12-07,2016-12-07,1,39.98,0,0,39.98,2,"Lower-Mid"
17688,128,1,4.99,3,2,1,321,4.99,2016-08-25,2016-08-25,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
17689,169,1,4.99,3,2,1,321,4.99,2016-07-15,2016-07-15,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
17690,117,1,1700.99,4,2,4,424,1700.99,2016-09-05,2016-09-05,1,1700.99,0,0,1700.99,4,"Upper-Mid"
17692,115,1,13.98,4,2,1,421,13.98,2016-09-07,2016-09-07,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
17693,274,1,13.98,1,2,1,121,13.98,2016-04-01,2016-04-01,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
17694,254,1,4.99,2,2,1,221,4.99,2016-04-21,2016-04-21,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
17695,242,1,67.93,2,2,2,222,67.93,2016-05-03,2016-05-03,1,67.93,0,0,67.93,2,"Lower-Mid"
17696,174,1,39.98,3,2,2,322,39.98,2016-07-10,2016-07-10,1,39.98,0,0,39.98,2,"Lower-Mid"
17698,240,1,68.97,2,2,2,222,68.97,2016-05-05,2016-05-05,1,68.97,0,0,68.97,2,"Lower-Mid"
17699,181,1,67.93,3,2,2,322,67.93,2016-07-03,2016-07-03,1,67.93,0,0,67.93,2,"Lower-Mid"
17859,105,1,1735.98,4,2,4,424,1735.98,2016-09-17,2016-09-17,1,1735.98,0,0,1735.98,4,"Upper-Mid"
17860,113,1,1777.95,4,2,4,424,1777.95,2016-09-09,2016-09-09,1,1777.95,0,0,1777.95,4,"Upper-Mid"
17862,110,1,1750.98,4,2,4,424,1750.98,2016-09-12,2016-09-12,1,1750.98,0,0,1750.98,4,"Upper-Mid"
17863,118,1,67.93,4,2,2,422,67.93,2016-09-04,2016-09-04,1,67.93,0,0,67.93,2,"Lower-Mid"
17864,112,1,1750.98,4,2,4,424,1750.98,2016-09-10,2016-09-10,1,1750.98,0,0,1750.98,4,"Upper-Mid"
17866,108,1,1735.98,4,2,4,424,1735.98,2016-09-14,2016-09-14,1,1735.98,0,0,1735.98,4,"Upper-Mid"
17868,102,1,1735.98,4,2,4,424,1735.98,2016-09-20,2016-09-20,1,1735.98,0,0,1735.98,4,"Upper-Mid"
17869,113,1,1760.47,4,2,4,424,1760.47,2016-09-09,2016-09-09,1,1760.47,0,0,1760.47,4,"Upper-Mid"
17870,117,1,1700.99,4,2,4,424,1700.99,2016-09-05,2016-09-05,1,1700.99,0,0,1700.99,4,"Upper-Mid"
17871,92,1,1729.97,4,2,4,424,1729.97,2016-09-30,2016-09-30,1,1729.97,0,0,1729.97,4,"Upper-Mid"
17872,69,1,39.98,4,2,2,422,39.98,2016-10-23,2016-10-23,1,39.98,0,0,39.98,2,"Lower-Mid"
18049,106,1,1785.97,4,2,4,424,1785.97,2016-09-16,2016-09-16,1,1785.97,0,0,1785.97,4,"Upper-Mid"
18050,110,1,1750.98,4,2,4,424,1750.98,2016-09-12,2016-09-12,1,1750.98,0,0,1750.98,4,"Upper-Mid"
18052,102,1,1735.98,4,2,4,424,1735.98,2016-09-20,2016-09-20,1,1735.98,0,0,1735.98,4,"Upper-Mid"
18053,320,1,7.28,1,2,1,121,7.28,2016-02-15,2016-02-15,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
18056,113,1,1725.98,4,2,4,424,1725.98,2016-09-09,2016-09-09,1,1725.98,0,0,1725.98,4,"Upper-Mid"
18057,117,1,1700.99,4,2,4,424,1700.99,2016-09-05,2016-09-05,1,1700.99,0,0,1700.99,4,"Upper-Mid"
18058,116,1,39.98,4,2,2,422,39.98,2016-09-06,2016-09-06,1,39.98,0,0,39.98,2,"Lower-Mid"
18059,112,1,1714.97,4,2,4,424,1714.97,2016-09-10,2016-09-10,1,1714.97,0,0,1714.97,4,"Upper-Mid"
18060,118,1,1700.99,4,2,4,424,1700.99,2016-09-04,2016-09-04,1,1700.99,0,0,1700.99,4,"Upper-Mid"
18061,169,1,4.99,3,2,1,321,4.99,2016-07-15,2016-07-15,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
18062,97,1,63.97,4,2,2,422,63.97,2016-09-25,2016-09-25,1,63.97,0,0,63.97,2,"Lower-Mid"
18063,279,1,54.98,1,2,2,122,54.98,2016-03-27,2016-03-27,1,54.98,0,0,54.98,2,"Lower-Mid"
18064,283,1,58.98,1,2,2,122,58.98,2016-03-23,2016-03-23,1,58.98,0,0,58.98,2,"Lower-Mid"
18066,46,1,2344.96,5,2,4,524,2344.96,2016-11-15,2016-11-15,1,2344.96,0,0,2344.96,4,"Upper-Mid"
18067,41,1,2380.47,5,2,4,524,2380.47,2016-11-20,2016-11-20,1,2380.47,0,0,2380.47,4,"Upper-Mid"
18068,58,1,2439.99,4,2,5,425,2439.99,2016-11-03,2016-11-03,1,2439.99,0,0,2439.99,5,"Top 20% (High CLV)"
18069,151,1,4.99,3,2,1,321,4.99,2016-08-02,2016-08-02,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
18071,248,1,68.49,2,2,2,222,68.49,2016-04-27,2016-04-27,1,68.49,0,0,68.49,2,"Lower-Mid"
18072,112,1,4.99,4,2,1,421,4.99,2016-09-10,2016-09-10,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
18074,164,1,58.98,3,2,2,322,58.98,2016-07-20,2016-07-20,1,58.98,0,0,58.98,2,"Lower-Mid"
18075,53,1,2394.97,5,2,4,524,2394.97,2016-11-08,2016-11-08,1,2394.97,0,0,2394.97,4,"Upper-Mid"
18076,60,1,67.93,4,2,2,422,67.93,2016-11-01,2016-11-01,1,67.93,0,0,67.93,2,"Lower-Mid"
18079,103,1,1700.99,4,2,4,424,1700.99,2016-09-19,2016-09-19,1,1700.99,0,0,1700.99,4,"Upper-Mid"
18080,115,1,1737.92,4,2,4,424,1737.92,2016-09-07,2016-09-07,1,1737.92,0,0,1737.92,4,"Upper-Mid"
18082,50,1,67.97,5,2,2,522,67.97,2016-11-11,2016-11-11,1,67.97,0,0,67.97,2,"Lower-Mid"
18083,183,1,89.97,3,2,3,323,89.97,2016-07-01,2016-07-01,1,89.97,0,0,89.97,3,"Middle"
18084,100,1,1775.47,4,2,4,424,1775.47,2016-09-22,2016-09-22,1,1775.47,0,0,1775.47,4,"Upper-Mid"
18085,92,1,1764.96,4,2,4,424,1764.96,2016-09-30,2016-09-30,1,1764.96,0,0,1764.96,4,"Upper-Mid"
18086,108,1,1723.96,4,2,4,424,1723.96,2016-09-14,2016-09-14,1,1723.96,0,0,1723.96,4,"Upper-Mid"
18087,121,1,13.98,4,2,1,421,13.98,2016-09-01,2016-09-01,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
18088,107,1,1735.98,4,2,4,424,1735.98,2016-09-15,2016-09-15,1,1735.98,0,0,1735.98,4,"Upper-Mid"
18093,196,1,13.98,3,2,1,321,13.98,2016-06-18,2016-06-18,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
18094,312,1,68.49,1,2,2,122,68.49,2016-02-23,2016-02-23,1,68.49,0,0,68.49,2,"Lower-Mid"
18095,326,1,58.98,1,2,2,122,58.98,2016-02-09,2016-02-09,1,58.98,0,0,58.98,2,"Lower-Mid"
18096,113,1,1735.98,4,2,4,424,1735.98,2016-09-09,2016-09-09,1,1735.98,0,0,1735.98,4,"Upper-Mid"
18097,283,1,39.98,1,2,2,122,39.98,2016-03-23,2016-03-23,1,39.98,0,0,39.98,2,"Lower-Mid"
18098,113,1,1754.98,4,2,4,424,1754.98,2016-09-09,2016-09-09,1,1754.98,0,0,1754.98,4,"Upper-Mid"
18099,202,1,4.99,2,2,1,221,4.99,2016-06-12,2016-06-12,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
18100,166,1,59.98,3,2,2,322,59.98,2016-07-18,2016-07-18,1,59.98,0,0,59.98,2,"Lower-Mid"
18101,40,1,64.47,5,2,2,522,64.47,2016-11-21,2016-11-21,1,64.47,0,0,64.47,2,"Lower-Mid"
18102,327,1,4.99,1,2,1,121,4.99,2016-02-08,2016-02-08,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
18104,271,1,13.98,2,2,1,221,13.98,2016-04-04,2016-04-04,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
18105,279,1,39.98,1,2,2,122,39.98,2016-03-27,2016-03-27,1,39.98,0,0,39.98,2,"Lower-Mid"
18106,252,1,4.99,2,2,1,221,4.99,2016-04-23,2016-04-23,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
18108,118,1,1735.98,4,2,4,424,1735.98,2016-09-04,2016-09-04,1,1735.98,0,0,1735.98,4,"Upper-Mid"
18109,308,1,123.48,1,2,3,123,123.48,2016-02-27,2016-02-27,1,123.48,0,0,123.48,3,"Middle"
18110,328,1,12.94,1,2,1,121,12.94,2016-02-07,2016-02-07,1,12.94,0,0,12.94,1,"Bottom 20% (Low CLV)"
18111,316,1,4.99,1,2,1,121,4.99,2016-02-19,2016-02-19,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
18112,202,1,64.47,2,2,2,222,64.47,2016-06-12,2016-06-12,1,64.47,0,0,64.47,2,"Lower-Mid"
18113,51,1,2391.96,5,2,4,524,2391.96,2016-11-10,2016-11-10,1,2391.96,0,0,2391.96,4,"Upper-Mid"
18115,35,1,13.98,5,2,1,521,13.98,2016-11-26,2016-11-26,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
18117,6,1,13.98,5,2,1,521,13.98,2016-12-25,2016-12-25,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
18119,71,1,13.98,4,2,1,421,13.98,2016-10-21,2016-10-21,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
18120,113,1,1725.98,4,2,4,424,1725.98,2016-09-09,2016-09-09,1,1725.98,0,0,1725.98,4,"Upper-Mid"
18121,103,1,1793.47,4,2,4,424,1793.47,2016-09-19,2016-09-19,1,1793.47,0,0,1793.47,4,"Upper-Mid"
18123,302,1,4.99,1,2,1,121,4.99,2016-03-04,2016-03-04,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
18223,306,1,39.98,1,2,2,122,39.98,2016-02-29,2016-02-29,1,39.98,0,0,39.98,2,"Lower-Mid"
18224,53,1,2394.45,5,2,4,524,2394.45,2016-11-08,2016-11-08,1,2394.45,0,0,2394.45,4,"Upper-Mid"
18225,53,1,2349.96,5,2,4,524,2349.96,2016-11-08,2016-11-08,1,2349.96,0,0,2349.96,4,"Upper-Mid"
18226,70,1,1725.98,4,2,4,424,1725.98,2016-10-22,2016-10-22,1,1725.98,0,0,1725.98,4,"Upper-Mid"
18227,91,1,1729.97,4,2,4,424,1729.97,2016-10-01,2016-10-01,1,1729.97,0,0,1729.97,4,"Upper-Mid"
18228,86,1,1709.98,4,2,4,424,1709.98,2016-10-06,2016-10-06,1,1709.98,0,0,1709.98,4,"Upper-Mid"
18229,64,1,1700.99,4,2,4,424,1700.99,2016-10-28,2016-10-28,1,1700.99,0,0,1700.99,4,"Upper-Mid"
18230,36,1,4.99,5,2,1,521,4.99,2016-11-25,2016-11-25,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
18231,31,1,2414.99,5,2,4,524,2414.99,2016-11-30,2016-11-30,1,2414.99,0,0,2414.99,4,"Upper-Mid"
18232,50,1,2369.97,5,2,4,524,2369.97,2016-11-11,2016-11-11,1,2369.97,0,0,2369.97,4,"Upper-Mid"
18233,91,1,1732.26,4,2,4,424,1732.26,2016-10-01,2016-10-01,1,1732.26,0,0,1732.26,4,"Upper-Mid"
18234,83,1,1754.98,4,2,4,424,1754.98,2016-10-09,2016-10-09,1,1754.98,0,0,1754.98,4,"Upper-Mid"
18235,119,1,39.98,4,2,2,422,39.98,2016-09-03,2016-09-03,1,39.98,0,0,39.98,2,"Lower-Mid"
18311,14,1,13.98,5,2,1,521,13.98,2016-12-17,2016-12-17,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
18312,271,1,15.23,2,2,1,221,15.23,2016-04-04,2016-04-04,1,15.23,0,0,15.23,1,"Bottom 20% (Low CLV)"
18313,29,1,7.28,5,2,1,521,7.28,2016-12-02,2016-12-02,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
18315,185,1,7.28,3,2,1,321,7.28,2016-06-29,2016-06-29,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
18316,65,1,7.28,4,2,1,421,7.28,2016-10-27,2016-10-27,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
18318,89,1,1760.47,4,2,4,424,1760.47,2016-10-03,2016-10-03,1,1760.47,0,0,1760.47,4,"Upper-Mid"
18321,278,1,12.94,1,2,1,121,12.94,2016-03-28,2016-03-28,1,12.94,0,0,12.94,1,"Bottom 20% (Low CLV)"
18323,164,1,39.98,3,2,2,322,39.98,2016-07-20,2016-07-20,1,39.98,0,0,39.98,2,"Lower-Mid"
18327,277,1,13.98,1,2,1,121,13.98,2016-03-29,2016-03-29,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
18328,81,1,7.28,4,2,1,421,7.28,2016-10-11,2016-10-11,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
18339,77,1,13.98,4,2,1,421,13.98,2016-10-15,2016-10-15,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
18340,50,1,39.98,5,2,2,522,39.98,2016-11-11,2016-11-11,1,39.98,0,0,39.98,2,"Lower-Mid"
18342,218,1,39.98,2,2,2,222,39.98,2016-05-27,2016-05-27,1,39.98,0,0,39.98,2,"Lower-Mid"
18343,136,1,39.98,3,2,2,322,39.98,2016-08-17,2016-08-17,1,39.98,0,0,39.98,2,"Lower-Mid"
18344,71,1,1759.97,4,2,4,424,1759.97,2016-10-21,2016-10-21,1,1759.97,0,0,1759.97,4,"Upper-Mid"
18346,311,1,13.98,1,2,1,121,13.98,2016-02-24,2016-02-24,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
18347,165,1,39.98,3,2,2,322,39.98,2016-07-19,2016-07-19,1,39.98,0,0,39.98,2,"Lower-Mid"
18348,306,1,29.48,1,2,1,121,29.48,2016-02-29,2016-02-29,1,29.48,0,0,29.48,1,"Bottom 20% (Low CLV)"
18349,280,1,39.98,1,2,2,122,39.98,2016-03-26,2016-03-26,1,39.98,0,0,39.98,2,"Lower-Mid"
18350,70,1,1735.98,4,2,4,424,1735.98,2016-10-22,2016-10-22,1,1735.98,0,0,1735.98,4,"Upper-Mid"
18351,35,1,2319.99,5,2,4,524,2319.99,2016-11-26,2016-11-26,1,2319.99,0,0,2319.99,4,"Upper-Mid"
18352,49,1,2334.98,5,2,4,524,2334.98,2016-11-12,2016-11-12,1,2334.98,0,0,2334.98,4,"Upper-Mid"
18353,51,1,2316.97,5,2,4,524,2316.97,2016-11-10,2016-11-10,1,2316.97,0,0,2316.97,4,"Upper-Mid"
18354,250,1,132.94,2,2,3,223,132.94,2016-04-25,2016-04-25,1,132.94,0,0,132.94,3,"Middle"
18357,58,1,2309.97,4,2,4,424,2309.97,2016-11-03,2016-11-03,1,2309.97,0,0,2309.97,4,"Upper-Mid"
18358,263,1,39.98,2,2,2,222,39.98,2016-04-12,2016-04-12,1,39.98,0,0,39.98,2,"Lower-Mid"
18360,91,1,1750.98,4,2,4,424,1750.98,2016-10-01,2016-10-01,1,1750.98,0,0,1750.98,4,"Upper-Mid"
18361,83,1,1750.98,4,2,4,424,1750.98,2016-10-09,2016-10-09,1,1750.98,0,0,1750.98,4,"Upper-Mid"
18364,295,1,124.99,1,2,3,123,124.99,2016-03-11,2016-03-11,1,124.99,0,0,124.99,3,"Middle"
18365,209,1,39.98,2,2,2,222,39.98,2016-06-05,2016-06-05,1,39.98,0,0,39.98,2,"Lower-Mid"
18366,75,1,1775.47,4,2,4,424,1775.47,2016-10-17,2016-10-17,1,1775.47,0,0,1775.47,4,"Upper-Mid"
18369,78,1,1725.98,4,2,4,424,1725.98,2016-10-14,2016-10-14,1,1725.98,0,0,1725.98,4,"Upper-Mid"
18370,76,1,1700.99,4,2,4,424,1700.99,2016-10-16,2016-10-16,1,1700.99,0,0,1700.99,4,"Upper-Mid"
18371,80,1,1754.98,4,2,4,424,1754.98,2016-10-12,2016-10-12,1,1754.98,0,0,1754.98,4,"Upper-Mid"
18373,77,1,1763.97,4,2,4,424,1763.97,2016-10-15,2016-10-15,1,1763.97,0,0,1763.97,4,"Upper-Mid"
18374,288,1,12.94,1,2,1,121,12.94,2016-03-18,2016-03-18,1,12.94,0,0,12.94,1,"Bottom 20% (Low CLV)"
18375,9,1,2344.96,5,2,4,524,2344.96,2016-12-22,2016-12-22,1,2344.96,0,0,2344.96,4,"Upper-Mid"
18376,13,1,2369.97,5,2,4,524,2369.97,2016-12-18,2016-12-18,1,2369.97,0,0,2369.97,4,"Upper-Mid"
18378,28,1,2439.99,5,2,5,525,2439.99,2016-12-03,2016-12-03,1,2439.99,0,0,2439.99,5,"Top 20% (High CLV)"
18380,178,1,12.94,3,2,1,321,12.94,2016-07-06,2016-07-06,1,12.94,0,0,12.94,1,"Bottom 20% (Low CLV)"
18381,20,1,2359.46,5,2,4,524,2359.46,2016-12-11,2016-12-11,1,2359.46,0,0,2359.46,4,"Upper-Mid"
18383,150,1,13.98,3,2,1,321,13.98,2016-08-03,2016-08-03,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
18384,322,1,103.48,1,2,3,123,103.48,2016-02-13,2016-02-13,1,103.48,0,0,103.48,3,"Middle"
18386,19,1,2309.97,5,2,4,524,2309.97,2016-12-12,2016-12-12,1,2309.97,0,0,2309.97,4,"Upper-Mid"
18387,270,1,4.99,2,2,1,221,4.99,2016-04-05,2016-04-05,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
18388,10,1,2337.27,5,2,4,524,2337.27,2016-12-21,2016-12-21,1,2337.27,0,0,2337.27,4,"Upper-Mid"
18393,27,1,2294.99,5,2,4,524,2294.99,2016-12-04,2016-12-04,1,2294.99,0,0,2294.99,4,"Upper-Mid"
18394,13,1,2297.28,5,2,4,524,2297.28,2016-12-18,2016-12-18,1,2297.28,0,0,2297.28,4,"Upper-Mid"
18395,23,1,2374.98,5,2,4,524,2374.98,2016-12-08,2016-12-08,1,2374.98,0,0,2374.98,4,"Upper-Mid"
18396,106,1,29.48,4,2,1,421,29.48,2016-09-16,2016-09-16,1,29.48,0,0,29.48,1,"Bottom 20% (Low CLV)"
18397,51,1,4.99,5,2,1,521,4.99,2016-11-10,2016-11-10,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
18398,19,1,2350.96,5,2,4,524,2350.96,2016-12-12,2016-12-12,1,2350.96,0,0,2350.96,4,"Upper-Mid"
18399,26,1,2334.97,5,2,4,524,2334.97,2016-12-05,2016-12-05,1,2334.97,0,0,2334.97,4,"Upper-Mid"
18400,1,1,2409.95,5,2,4,524,2409.95,2016-12-30,2016-12-30,1,2409.95,0,0,2409.95,4,"Upper-Mid"
18402,121,1,4.99,4,2,1,421,4.99,2016-09-01,2016-09-01,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
18403,3,1,2318.96,5,2,4,524,2318.96,2016-12-28,2016-12-28,1,2318.96,0,0,2318.96,4,"Upper-Mid"
18404,106,1,4.99,4,2,1,421,4.99,2016-09-16,2016-09-16,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
18405,161,1,4.99,3,2,1,321,4.99,2016-07-23,2016-07-23,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
18406,5,1,2354.99,5,2,4,524,2354.99,2016-12-26,2016-12-26,1,2354.99,0,0,2354.99,4,"Upper-Mid"
18408,52,1,12.94,5,2,1,521,12.94,2016-11-09,2016-11-09,1,12.94,0,0,12.94,1,"Bottom 20% (Low CLV)"
